65,65
65,48
17,16
51,43
43,8
30,5
64,45
61,65
60,67
47,3
41,60
39,61
37,15
54,49
16,11
55,37
36,17
1,23
47,7
49,56
69,55
43,64
40,21
44,1
45,59
55,25
47,47
6,11
14,29
31,17
52,47
21,1
41,59
51,65
31,9
5,25
1,18
57,53
21,19
27,7
19,12
13,23
13,45
20,5
65,46
51,27
30,1
63,45
3,4
8,31
42,13
70,41
3,19
35,17
47,31
59,67
26,19
47,41
5,37
65,61
23,19
24,17
13,9
63,66
18,1
70,59
29,4
51,32
69,65
69,56
54,39
7,19
41,11
27,14
33,7
55,46
53,30
55,35
9,6
19,3
47,28
7,5
65,53
1,19
14,23
39,69
45,67
51,61
24,21
59,63
67,47
31,23
53,47
29,23
3,15
8,3
51,44
4,35
48,41
42,5
46,17
48,39
2,19
65,42
53,6
43,18
18,3
2,7
29,9
68,41
13,6
12,9
67,33
19,17
15,3
15,22
63,42
17,0
43,65
29,16
60,53
7,10
55,68
49,43
29,6
3,33
60,55
32,17
9,3
9,23
3,29
67,43
14,21
47,45
31,19
19,14
18,29
47,32
55,27
27,15
66,63
43,61
34,13
44,67
55,33
5,33
5,4
63,58
3,25
20,7
47,62
55,43
69,33
26,1
33,3
7,33
53,42
43,5
49,30
33,9
1,35
67,32
61,50
11,13
33,13
15,39
63,59
0,37
63,57
49,25
54,45
42,3
27,2
31,13
61,48
31,1
63,53
3,16
32,29
9,18
13,37
15,29
32,11
12,1
52,67
2,15
55,44
8,41
11,1
14,17
59,60
45,62
53,53
41,8
25,7
57,43
13,13
7,36
49,61
25,20
17,24
36,61
33,2
27,3
36,13
51,42
7,3
5,26
50,39
65,45
55,36
35,5
11,33
28,3
20,35
7,18
63,39
33,1
44,65
25,19
7,38
49,67
2,3
7,11
25,4
37,1
2,25
21,15
23,13
11,2
11,35
43,1
31,10
28,1
47,26
3,23
64,59
63,61
46,39
63,52
16,3
54,29
45,1
21,13
57,40
51,67
29,7
51,69
5,29
3,31
69,53
5,16
13,18
21,2
67,53
53,65
4,37
37,3
33,15
15,9
29,17
67,54
9,37
45,61
59,65
41,7
57,41
43,57
15,8
41,63
45,4
18,33
13,12
65,62
46,43
49,23
31,29
52,65
12,23
35,0
59,69
65,54
6,31
3,17
5,27
7,21
3,14
61,61
50,63
55,56
34,19
7,40
3,37
22,11
68,51
15,2
27,11
59,50
24,1
1,29
41,3
47,1
53,41
51,40
7,35
53,45
11,24
69,45
43,19
43,15
56,53
50,61
42,1
9,34
5,34
1,9
67,44
31,22
4,13
39,5
45,5
57,69
17,3
15,1
57,51
19,19
55,65
50,35
13,36
32,13
49,64
7,34
51,47
17,34
1,31
47,61
67,65
23,14
43,33
70,67
11,4
21,5
35,65
23,2
17,40
47,23
17,28
45,65
39,65
53,39
1,25
40,19
57,36
24,23
60,43
33,19
15,24
62,43
40,1
22,5
68,69
67,62
35,1
63,49
41,1
65,43
3,26
37,11
43,3
51,25
51,38
2,21
5,17
25,9
41,5
65,59
21,22
3,21
0,31
53,63
51,60
13,39
44,5
52,37
51,31
69,67
12,41
24,11
59,37
17,14
56,63
58,61
50,69
55,57
19,16
45,63
9,38
48,47
32,1
10,15
37,9
16,17
57,56
53,31
7,13
67,45
20,15
67,67
13,7
46,65
1,21
20,19
9,15
8,13
5,5
13,14
62,47
56,43
1,10
25,3
63,65
27,16
55,51
27,17
49,47
1,17
13,10
47,67
65,47
69,51
67,48
48,25
15,4
11,5
7,14
53,27
7,23
23,7
59,64
19,20
55,60
55,59
45,11
40,65
63,41
10,9
11,32
19,7
57,67
28,19
49,31
65,57
19,5
61,59
11,8
58,47
29,12
2,33
46,61
58,33
43,60
6,27
67,57
45,27
13,1
59,68
4,19
49,22
11,19
5,1
64,69
13,17
51,39
50,33
39,1
37,7
39,4
1,7
65,49
36,1
0,3
69,63
23,18
43,62
15,5
53,24
67,49
23,26
15,40
49,65
69,69
9,39
59,39
23,9
39,6
7,1
19,11
43,63
10,23
55,67
55,47
59,52
59,43
65,58
52,29
67,61
28,7
25,6
9,33
43,10
49,66
67,69
66,69
69,34
39,12
15,13
9,35
11,23
63,51
3,32
4,9
26,11
55,29
3,11
46,25
17,32
15,7
45,68
17,9
4,29
8,5
1,33
62,39
13,43
2,9
67,55
41,13
25,8
26,9
53,48
46,53
29,65
57,49
64,49
41,66
38,17
46,11
49,39
23,16
4,1
3,3
20,27
35,7
21,10
52,33
47,33
57,3
51,64
6,37
41,65
42,15
10,1
16,9
47,46
11,6
38,11
43,67
59,46
33,16
32,21
43,7
53,68
3,30
39,67
69,43
66,51
49,27
26,23
49,42
15,12
5,20
6,3
39,66
22,23
17,35
59,58
45,15
1,27
12,29
65,67
43,12
25,12
1,28
34,15
62,65
61,70
38,15
61,64
29,21
49,33
58,41
52,61
2,37
45,22
61,43
13,11
47,69
17,23
62,61
1,22
65,69
16,7
7,31
68,61
63,47
1,1
55,40
39,14
7,9
2,29
5,18
11,40
44,59
11,16
46,23
22,13
62,69
30,15
55,66
47,65
57,33
30,13
64,65
17,30
53,50
29,1
5,32
0,25
7,12
57,39
43,53
55,34
47,8
49,29
23,1
59,55
31,21
53,33
1,37
59,59
66,35
53,43
7,16
60,41
61,51
1,15
55,24
69,59
61,62
26,17
35,3
23,11
51,33
40,3
47,13
45,57
57,66
47,25
47,39
41,15
70,51
59,41
31,7
51,41
69,57
3,7
55,53
13,29
50,59
37,63
67,50
14,5
49,35
57,55
63,67
49,45
29,15
47,42
2,11
50,25
17,5
5,7
20,11
3,1
25,15
63,63
57,45
70,49
66,45
40,7
5,8
1,34
35,6
7,22
51,29
9,2
47,63
14,15
55,64
55,31
23,3
33,17
28,25
36,9
49,28
50,29
9,31
47,4
65,52
11,7
15,15
34,11
27,13
67,41
9,10
47,12
36,15
29,8
52,41
58,43
25,5
43,69
29,5
35,9
61,49
45,23
7,20
60,39
27,23
10,29
16,37
61,60
40,13
9,19
31,15
7,41
43,9
5,6
45,69
57,63
21,8
7,15
3,35
55,41
3,5
55,39
20,1
52,27
57,37
27,9
11,38
6,23
25,13
23,25
63,68
46,59
39,9
48,33
18,9
3,27
66,39
67,37
17,7
67,40
63,54
57,59
47,59
55,42
7,17
23,6
13,28
59,57
61,67
49,21
27,10
48,59
15,17
69,46
33,8
43,11
61,55
5,28
10,41
47,66
34,3
25,21
21,18
31,3
31,14
39,17
27,22
45,40
9,1
69,58
3,38
45,2
49,49
69,39
0,13
5,24
19,4
66,43
30,19
69,61
47,27
55,32
66,57
53,67
51,37
27,21
65,55
1,13
59,62
63,33
3,9
5,9
7,39
36,3
35,11
41,10
61,40
21,17
5,15
15,19
45,31
65,33
45,37
53,69
23,8
29,10
5,2
41,16
31,11
53,3
44,13
9,27
25,1
39,11
9,11
17,18
53,51
9,12
5,35
11,37
53,35
9,45
17,6
51,26
47,68
59,53
21,29
11,14
48,63
62,55
61,57
61,41
17,13
65,51
56,37
47,29
61,58
21,7
38,1
25,17
9,43
65,39
59,56
45,43
21,3
39,10
63,50
48,23
45,56
55,26
35,15
65,63
11,31
13,4
4,23
0,17
63,56
47,70
23,21
61,53
8,25
15,14
55,69
5,3
49,63
53,34
38,3
47,30
61,63
61,69
29,11
13,3
41,17
11,25
51,63
43,6
17,1
31,18
32,7
19,1
37,24
18,19
53,70
11,39
67,56
61,39
5,31
9,32
17,11
19,22
9,36
13,15
11,11
55,49
9,9
39,7
57,61
67,29
58,63
36,65
21,9
51,46
57,70
11,29
3,22
68,65
65,41
54,31
28,13
41,9
43,24
53,36
1,3
65,60
14,37
69,41
49,2
47,6
22,17
19,21
37,8
18,11
23,23
49,69
54,59
33,20
36,11
38,7
57,38
64,41
26,5
54,27
7,0
2,1
41,56
29,19
23,5
9,5
51,45
19,13
59,61
27,19
25,14
21,11
1,11
11,9
9,41
25,23
66,67
64,39
37,13
19,9
27,5
66,65
23,4
5,13
55,52
54,65
39,15
53,62
49,68
11,36
25,11
68,59
45,3
33,11
57,50
57,68
67,59
17,15
5,11
17,39
68,53
5,21
57,65
68,43
41,61
23,15
2,35
3,6
69,64
13,26
40,15
68,67
11,34
67,63
59,66
3,12
11,3
35,13
23,63
21,66
51,23
69,24
35,47
3,39
67,19
69,14
39,59
23,59
52,11
14,63
44,17
23,65
13,54
15,61
7,69
47,35
59,17
43,21
37,48
31,35
17,41
35,42
51,51
53,7
5,43
20,41
12,43
47,14
7,44
15,46
68,33
63,15
0,5
46,9
9,68
49,10
18,39
26,65
31,50
29,20
61,31
34,65
41,36
39,39
5,53
19,37
67,15
26,31
47,51
39,25
32,69
17,61
21,25
69,10
41,41
26,57
49,5
4,57
21,23
31,62
55,4
33,34
32,61
68,37
41,51
36,41
50,13
9,56
31,53
25,41
57,19
69,35
37,64
11,63
43,20
42,27
54,15
46,45
63,13
29,46
5,42
21,65
27,42
41,45
51,17
12,51
54,7
67,20
23,43
25,43
21,67
35,56
3,68
35,21
33,69
19,29
41,42
63,37
43,39
63,62
67,21
17,31
33,53
8,61
20,59
11,59
29,64
45,25
37,18
29,42
42,67
36,31
6,67
67,23
6,53
35,57
2,61
64,21
57,30
67,12
15,51
57,5
51,8
33,21
31,45
68,29
61,22
19,66
46,1
2,65
61,6
31,32
65,1
2,49
63,3
27,33
43,43
63,25
9,13
43,37
17,51
47,11
13,38
23,69
63,7
49,20
14,55
57,9
53,21
47,18
15,53
34,9
21,21
69,31
67,17
54,55
29,37
53,29
32,57
9,7
19,59
47,43
13,35
58,5
69,21
19,63
7,37
65,11
64,3
25,49
41,48
21,35
17,48
21,59
43,51
58,53
35,35
35,43
19,45
55,18
38,47
44,35
49,51
1,5
21,39
25,53
56,27
11,60
11,67
57,6
38,57
61,45
22,35
24,35
52,15
43,54
53,57
22,53
19,51
30,61
27,29
10,49
50,45
13,65
40,25
6,69
50,49
25,61
7,62
59,47
35,27
35,41
13,21
39,45
36,51
28,63
65,17
47,57
5,57
3,59
21,38
8,57
55,14
68,35
15,67
28,31
53,12
37,68
3,47
63,55
37,53
57,27
35,66
40,51
1,52
35,37
59,15
37,50
21,47
61,17
64,5
10,65
65,9
65,19
20,31
61,26
21,41
41,26
4,43
45,20
19,49
18,51
48,53
27,63
11,68
66,9
45,38
24,65
49,7
45,55
30,51
56,29
65,7
37,25
31,47
42,33
67,51
31,33
29,69
51,13
31,31
45,49
41,69
33,43
16,27
27,44
1,61
47,17
31,61
41,33
21,68
14,61
53,59
67,10
38,35
25,51
56,1
47,48
8,59
27,46
38,61
53,49
53,2
69,18
9,49
41,47
9,47
35,39
21,32
55,21
3,45
56,9
21,43
41,34
57,57
33,28
45,21
45,28
3,57
61,27
44,23
31,26
61,14
29,57
22,37
61,13
27,59
5,69
48,35
55,45
13,55
60,37
69,1
41,53
33,65
44,47
35,67
68,1
53,61
35,19
61,23
5,51
33,36
32,51
25,45
69,11
51,1
7,65
69,37
21,70
45,29
59,33
64,33
59,23
23,53
12,31
21,49
7,50
15,47
47,19
15,35
16,43
19,61
39,21
1,63
20,53
21,52
31,55
59,1
35,70
5,49
35,45
41,31
22,21
8,65
46,55
31,37
23,29
46,51
57,1
44,7
15,63
1,59
11,55
9,48
40,47
5,59
48,37
62,17
64,13
9,61
69,30
25,29
7,54
66,27
41,18
23,35
69,29
19,31
49,55
64,15
29,43
7,42
15,27
27,62
43,31
43,55
41,35
2,69
34,37
37,51
11,46
31,51
35,23
45,45
39,44
35,29
3,49
5,47
26,67
46,15
